,age
240,0.8547945205479452
240,0.8547945205479452
240,0.8547945205479452
248,8.227397260273973
249,1.7205479452054795
249,1.7205479452054795
252,4.117808219178082
253,4.117808219178082
254,1.021917808219178
254,1.021917808219178
258,2.8383561643835615
258,2.8383561643835615
259,0.9287671232876712
271,0.3424657534246575
277,0.28493150684931506
286,0.32054794520547947
286,0.32054794520547947
296,2.665753424657534
296,2.665753424657534
307,4.134246575342465
307,4.134246575342465
308,0.41643835616438357
308,0.41643835616438357
308,0.41643835616438357
312,0.2876712328767123
312,0.2876712328767123
323,1.4
324,4.967123287671233
325,4.441095890410959
332,7.989041095890411
337,3.5561643835616437
337,3.5561643835616437
348,3.5315068493150683
364,5.758904109589041
364,5.758904109589041
385,0.3452054794520548
385,0.3452054794520548
388,0.33424657534246577
390,3.9863013698630136
402,0.3150684931506849
403,2.728767123287671
403,2.728767123287671
404,0.6219178082191781
404,0.6219178082191781
405,0.29315068493150687
405,0.29315068493150687
420,0.3315068493150685
420,0.3315068493150685
421,0.34794520547945207
426,0.3863013698630137
429,0.38082191780821917
443,0.46301369863013697
450,1.0356164383561643
450,1.0356164383561643
450,1.0356164383561643
451,5.241095890410959
456,0.35342465753424657
460,0.3150684931506849
461,0.2876712328767123
469,6.536986301369863
470,4.923287671232877
476,0.3287671232876712
476,0.3287671232876712
477,2.1890410958904107
477,2.1890410958904107
479,0.3506849315068493
479,0.3506849315068493
479,0.3506849315068493
482,0.3589041095890411
493,1.1315068493150684
494,1.2273972602739727
495,4.076712328767123
498,0.6602739726027397
498,0.6602739726027397
499,3.706849315068493
499,3.706849315068493
499,3.706849315068493
499,3.706849315068493
505,1.9561643835616438
505,1.9561643835616438
506,4.243835616438356
506,4.243835616438356
506,4.243835616438356
507,6.857534246575343
507,6.857534246575343
507,6.857534246575343
509,4.810958904109589
509,4.810958904109589
511,1.6136986301369862
511,1.6136986301369862
511,1.6136986301369862
511,1.6136986301369862
511,1.6136986301369862
512,3.4273972602739726
514,6.013698630136986
514,6.013698630136986
514,6.013698630136986
516,3.175342465753425
516,3.175342465753425
516,3.175342465753425
516,3.175342465753425
517,2.1506849315068495
517,2.1506849315068495
518,1.0328767123287672
520,5.676712328767123
520,5.676712328767123
521,3.4136986301369863
521,3.4136986301369863
524,0.26575342465753427
524,0.26575342465753427
526,3.813698630136986
530,3.208219178082192
530,3.208219178082192
530,3.208219178082192
535,4.0
536,2.0493150684931507
537,1.2219178082191782
537,1.2219178082191782
537,1.2219178082191782
537,1.2219178082191782
539,3.6794520547945204
541,5.175342465753425
541,5.175342465753425
541,5.175342465753425
544,4.50958904109589
544,4.50958904109589
547,5.495890410958904
547,5.495890410958904
547,5.495890410958904
550,0.20821917808219179
550,0.20821917808219179
550,0.20821917808219179
550,0.20821917808219179
551,3.0054794520547947
551,3.0054794520547947
552,4.934246575342466
552,4.934246575342466
554,2.041095890410959
554,2.041095890410959
556,0.2465753424657534
556,0.2465753424657534
557,1.1287671232876713
557,1.1287671232876713
564,
567,0.8931506849315068
567,0.8931506849315068
568,2.841095890410959
569,1.5753424657534247
569,1.5753424657534247
570,3.202739726027397
570,3.202739726027397
575,2.8602739726027395
576,5.575342465753424
577,5.627397260273972
577,5.627397260273972
578,3.1561643835616437
578,3.1561643835616437
579,8.246575342465754
579,8.246575342465754
583,5.980821917808219
583,5.980821917808219
586,3.3315068493150686
586,3.3315068493150686
589,6.328767123287672
589,6.328767123287672
590,3.9643835616438357
590,3.9643835616438357
591,4.142465753424657
591,4.142465753424657
592,8.605479452054794
593,6.087671232876712
594,2.9917808219178084
594,2.9917808219178084
595,0.4575342465753425
595,0.4575342465753425
595,0.4575342465753425
596,4.068493150684931
596,4.068493150684931
597,7.986301369863014
597,7.986301369863014
600,0.4465753424657534
601,1.904109589041096
601,1.904109589041096
603,0.09315068493150686
603,0.09315068493150686
603,0.09315068493150686
603,0.09315068493150686
607,0.9780821917808219
608,1.5123287671232877
610,3.8794520547945206
611,0.5068493150684932
612,3.186301369863014
615,2.7835616438356166
615,2.7835616438356166
620,1.7863013698630137
620,1.7863013698630137
621,0.3041095890410959
621,0.3041095890410959
623,5.7753424657534245
624,2.8438356164383563
624,2.8438356164383563
627,0.9972602739726028
627,0.9972602739726028
631,4.9150684931506845
631,4.9150684931506845
631,4.9150684931506845
633,0.958904109589041
633,0.958904109589041
633,0.958904109589041
634,0.28493150684931506
634,0.28493150684931506
634,0.28493150684931506
634,0.28493150684931506
635,3.797260273972603
635,3.797260273972603
636,2.5287671232876714
636,2.5287671232876714
637,5.865753424657535
638,2.0191780821917806
638,2.0191780821917806
639,2.663013698630137
639,2.663013698630137
641,
641,
642,1.9808219178082191
642,1.9808219178082191
643,9.734246575342466
643,9.734246575342466
643,9.734246575342466
647,
648,4.06027397260274
648,4.06027397260274
649,
654,0.9041095890410958
655,7.493150684931507
655,7.493150684931507
656,
656,
660,4.147945205479452
660,4.147945205479452
660,4.147945205479452
661,1.1369863013698631
661,1.1369863013698631
661,1.1369863013698631
661,1.1369863013698631
665,4.821917808219178
665,4.821917808219178
665,4.821917808219178
672,1.6191780821917807
672,1.6191780821917807
673,2.2
673,2.2
674,
676,
679,1.7123287671232876
682,
683,2.7260273972602738
683,2.7260273972602738
684,
686,0.7972602739726027
686,0.7972602739726027
688,0.2219178082191781
690,1.2794520547945205
692,
692,
693,0.821917808219178
694,2.9205479452054797
698,4.652054794520548
698,4.652054794520548
699,
703,
704,5.021917808219178
704,5.021917808219178
711,
711,
713,
720,2.6164383561643834
723,
723,
724,4.364383561643836
724,4.364383561643836
725,2.202739726027397
725,2.202739726027397
730,1.978082191780822
730,1.978082191780822
735,0.12876712328767123
739,
742,
742,
743,7.879452054794521
744,
747,2.1013698630136988
752,
753,
754,
754,
754,
767,0.46301369863013697
767,0.46301369863013697
768,2.9287671232876713
769,
784,4.7835616438356166
784,4.7835616438356166
785,2.4273972602739726
788,7.6
788,7.6
788,7.6
789,12.443835616438356
789,12.443835616438356
789,12.443835616438356
794,
798,2.9643835616438357
799,0.27945205479452057
802,7.082191780821918
811,3.315068493150685
812,0.7068493150684931
814,6.6136986301369864
821,
825,1.6082191780821917
826,5.416438356164384
827,1.7424657534246575
828,
830,3.967123287671233
830,3.967123287671233
834,
835,2.8904109589041096
837,1.9726027397260273
839,
839,
840,3.536986301369863
841,5.865753424657535
851,
852,1.3095890410958904
853,2.410958904109589
855,
856,6.6657534246575345
859,3.536986301369863
860,5.646575342465753
861,0.27123287671232876
861,0.27123287671232876
863,
864,
871,0.5753424657534246
871,0.5753424657534246
879,0.6767123287671233
879,0.6767123287671233
880,
886,
887,2.5972602739726027
888,
891,
897,10.586301369863014
902,2.0657534246575344
904,
908,
909,
914,
915,
915,
920,1.0410958904109588
920,1.0410958904109588
921,1.0410958904109588
921,1.0410958904109588
925,2.254794520547945
930,2.1945205479452055
932,
932,
936,1.632876712328767
946,
958,
961,
999,
1007,
1008,
1009,3.202739726027397
1015,
1026,2.0356164383561643
1034,1.0191780821917809
1037,
1059,
1060,
1062,0.19452054794520549
1068,
1075,4.882191780821918
1087,
1089,4.432876712328767
1090,0.31232876712328766
1090,0.31232876712328766
1099,
1102,6.868493150684931
1136,0.6383561643835617
1144,0.8027397260273973
1160,
1171,7.405479452054794
1217,0.3452054794520548
1222,6.2684931506849315
1223,0.2547945205479452
1228,6.931506849315069
1238,2.9013698630136986
1243,4.49041095890411
1250,1.3342465753424657
2014,0.2328767123287671
2014,0.2328767123287671
2018,0.25205479452054796
2018,0.25205479452054796
2018,0.25205479452054796
2018,0.25205479452054796
2018,0.25205479452054796
